Text,Label
"Fatiga extrema
Debilidad
Piel pálida
Dolor torácico, latidos cardíacos rápidos o falta de aliento
Dolor de cabeza, mareos o vértigo
Manos y pies fríos
Inflamación o dolor en la lengua
Uñas quebradizas
Antojos inusuales de sustancias no nutritivas, como hielo, tierra o almidón
Falta de apetito, especialmente en bebés y niños con anemia ferropénica
Cuándo debes consultar con un médico
Si tú o tu hijo desarrollan signos y síntomas que sugieren la presencia de anemia ferropénica, consulta a tu médico. La anemia ferropénica no es algo que se autodiagnostica o trata. Así que consulta a tu médico para obtener un diagnóstico en lugar de tomar suplementos de hierro por tu cuenta. Sobrecargar el cuerpo con hierro puede ser peligroso porque la acumulación excesiva de hierro puede dañar el hígado y causar otras complicaciones.",Anemia por deficiencia de hierro
"Fatiga
Falta de aliento
Mareos
Piel pálida o amarillenta
Latidos del corazón irregulares
Pérdida de peso
Entumecimiento u hormigueo en manos y pies
Debilidad muscular
Cambios en la personalidad
Movimientos inestables
Confusión mental u olvido
La deficiencia de vitaminas por lo general se desarrolla lentamente durante varios meses o años. Los signos y síntomas de deficiencia de vitaminas pueden ser sutiles en un principio, pero aumentan a medida que la deficiencia empeora.",Anemia por deficiencia de vitaminas
"Dolor constante y profundo en el abdomen o al costado
Dolor de espalda
Un pulso cerca del ombligo
Cuándo consultar al médico
Si tienes dolor, especialmente si es repentino y fuerte, busca ayuda médica de inmediato.",Aneurisma aórtico abdominal
"Dolor de cabeza repentino y muy intenso
Si estás con alguien que se queja de un dolor de cabeza repentino e intenso, que pierde el conocimiento o que tiene una convulsión, llama al 911 o al número local de emergencias.
Los aneurismas cerebrales se forman como resultado del adelgazamiento de las paredes arteriales. Los aneurismas, a menudo, se forman en las horquillas o las ramas de las arterias porque esas secciones del vaso sanguíneo son más débiles.
Si bien los aneurismas pueden aparecer en cualquier lugar del cerebro, son más frecuentes en las arterias que se encuentran en la base del cerebro.",Aneurisma cerebral
"Dolor punzante y repentino desde la parte superior de la espalda hacia abajo
Dolor en el pecho, la mandíbula, el cuello o los brazos
Dificultad para respirar
Si tienes antecedentes familiares de aneurisma aórtico, síndrome de Marfan u otra enfermedad del tejido conectivo, o una válvula aórtica bicúspide, es probable que el médico recomiende una ecografía o radiología regular, como tomografías computarizadas o imágenes por resonancia magnética para detectar un aneurisma aórtico.",Aneurisma de la aorta torácica
"Náuseas
Falta de aire
Dolor abdominal
Molestias en el cuello, el hueso maxilar o la espalda
Dolor punzante en lugar de presión en el pecho
Cuándo debes consultar a un médico
Si el dolor de pecho dura más que unos minutos y no desaparece cuando descansas o cuando consumes los medicamentos para la angina de pecho, esto podría indicar que estás teniendo un ataque cardíaco. Llama al 911 o a un servicio de emergencia médica. Busca un modo de traslado. Solo conduce hasta el hospital si no tienes otro modo de llegar.
Si la molestia en el pecho es un síntoma nuevo para ti, es importante que consultes con el médico para hallar la causa del dolor de pecho y para recibir el tratamiento adecuado. Si te han diagnosticado una angina estable y ésta empeora o cambia, busca atención médica inmediatamente.",Angina de pecho
"Un área de piel levantada y morada que parece un moretón
Una lesión similar a un moretón que crece con el tiempo
Una lesión que puede sangrar cuando te rascas o golpeas
Hinchazón en la piel circundante
Angiosarcoma que afecta los órganos
Cuando el angiosarcoma afecta órganos como el hígado o el corazón, a menudo causa dolor. Otros síntomas dependen de la ubicación del angiosarcoma.
Cuándo debes consultar a un médico
Pide una cita con el médico si tienes signos o síntomas persistentes que te preocupen.",Angiosarcoma
"En la mayoría del cuerpo (generalizada)
En un área única
En parches diseminados
Las áreas en donde sí ocurre la transpiración quizás produzcan una cantidad mayor de esta, de manera que es posible transpirar mucho en una parte del cuerpo y no hacerlo en absoluto en otra. La anhidrosis que afecta una gran parte del cuerpo evita la refrigeración corporal adecuada; en estos casos, el trabajo físico extenuante y el calor pueden ocasionar calambres, agotamiento o incluso un golpe de calor.
La anhidrosis se puede desarrollar por sí misma, o como uno de los signos o síntomas de otras enfermedades, como la diabetes o las lesiones de la piel.
Cuándo debes consultar con un médico
Si sudas muy poco, incluso cuando hace calor o cuando trabajas y haces ejercicios extenuantes, habla con tu médico. Habla con tu médico si notas que sudas menos de lo normal.
Busca atención médica inmediata si manifiestas signos o síntomas de golpe de calor.",Anhidrosis
"Falta de aire, en especial cuando haces un esfuerzo físico
Fatiga
Palpitaciones o ritmos cardiacos anormales (arritmias)
Decoloración azulada de los labios y la piel causada por el bajo nivel de oxígeno (cianosis)
Cuándo debes consultar con un médico
Si tú o tu hijo tienen signos o síntomas de insuficiencia cardíaca, como fatiga fácil o falta de aliento, incluso con una actividad normal, o si la piel que rodea los labios y las uñas se ve azul o si tienen las piernas hinchadas, habla con tu médico, quien puede remitirte a un médico que se especialice en enfermedades cardíacas congénitas (cardiólogo).",Anomalía de Ebstein
"Preocupación por los alimentos, que a veces incluye cocinar comidas elaboradas para los demás, pero no comerlas
Saltar comidas o rehusarse a comer con frecuencia
Negar el hambre o poner excusas para no comer
Comer solo unos pocos alimentos «seguros», por lo general, con bajo contenido de grasas y calorías
Adoptar rituales rígidos para las comidas o la alimentación, por ejemplo, escupir la comida después de masticarla
No querer comer en público
Mentir sobre la cantidad de comida que se ingirió
Sentir temor a aumentar de peso, que puede incluir pesarse o medirse el cuerpo repetidas veces
Mirarse con frecuencia al espejo para ver los defectos que se perciben
Quejarse por estar gordo o tener partes del cuerpo que son gordas
Cubrirse con capas de ropa
Estado de ánimo indiferente (falta de emociones)
Retraimiento social
Irritabilidad
Insomnio
Disminución del interés en las relaciones sexuales
Cuándo consultar al médico
Desafortunadamente, muchas personas con anorexia no quieren hacer un tratamiento, al menos al principio. El deseo de mantenerse delgado se antepone a la preocupación por la salud. Si estás preocupado por un ser querido, pídele encarecidamente que hable con un médico.
Si tienes alguno de los problemas mencionados más arriba, o crees que puedes tener un trastorno de la alimentación, busca ayuda. Si les estás ocultando tu problema de anorexia a tus seres queridos, intenta encontrar a una persona en quien confíes para hablar sobre lo que está ocurriendo.",Anorexia nerviosa
"Anorgasmia de toda la vida. Esto significa que nunca sentiste un orgasmo.
Anorgasmia de toda la vida.
Anorgasmia adquirida. Esto significa que solías tener orgasmos, pero ahora tienes dificultad para llegar al clímax.
Anorgasmia adquirida.
Anorgasmia circunstancial. Esto significa que puedes tener orgasmos solo en ciertas circunstancias, como durante el sexo oral o la masturbación, o solo con una pareja determinada.
Anorgasmia circunstancial.
Anorgasmia generalizada. Esto significa que no puedes tener orgasmos en ninguna situación y con ninguna pareja.
Anorgasmia generalizada.
Cuándo debes consultar con un médico
Consulta con tu médico si tienes dudas sobre el orgasmo o estás preocupada por tu capacidad para alcanzar el orgasmo.",Anorgasmia en mujeres
"Enrojecimiento del área donde se colocó la inyección (sin el área que cambia a negro)
Hinchazón considerable
Choque
Insuficiencia multiorgánica
Meningitis
Cuándo debes consultar a un médico
Muchas enfermedades frecuentes comienzan con síntomas parecidos a la gripe. La probabilidad de que tu dolor de garganta y dolores musculares se deban al ántrax es extremadamente remota.
Si crees que puedes haber sido expuesto, por ejemplo, si trabajas en un ambiente donde el ántrax puede darse, concurre inmediatamente al médico para una evaluación y atención médica. Si desarrollas los signos y síntomas de la enfermedad después de la exposición a animales o a productos de animales en partes del mundo donde el ántrax es frecuente, busca atención médica rápida. El diagnóstico y el tratamiento tempranos son cruciales.",Ántrax
"Dolor repentino que comienza en el lado derecho de la parte inferior del abdomen
Dolor repentino que comienza alrededor del ombligo y, a menudo, se desplaza hacia la parte inferior derecha del abdomen
Dolor que empeora cuando toses, caminas o realizas otros movimientos bruscos
Náuseas y vómitos
Pérdida de apetito
Fiebre ligera que puede empeorar a medida que la enfermedad avanza
Estreñimiento o diarrea
Hinchazón abdominal
Flatulencia
El lugar donde sientes dolor puede variar, dependiendo de tu edad y la posición del apéndice. Durante el embarazo, el dolor parecería provenir de la parte superior del abdomen porque el apéndice se encuentra más alto durante el embarazo.
Cuándo debes consultar con un médico
Solicita una consulta con un médico si tú o tu hijo presentan signos o síntomas preocupantes. El dolor abdominal intenso requiere atención médica inmediata.",Apendicitis
"Falta de aliento que te despierta.
Pausas intermitentes en la respiración durante el sueño
Problemas para mantenerse dormido.
Somnolencia excesiva en el día que puede causar que te quedes dormido en el trabajo, viendo televisión o incluso manejando
Pregúntale al médico acerca de cualquier problema del sueño que te deje fatigado, somnoliento e irritable de manera crónica. La somnolencia diurna excesiva puede deberse a otros trastornos, como no dormir lo suficiente por la noche (privación crónica del sueño), ataques repentinos de sueño (narcolepsia) o apnea obstructiva del sueño.",Apnea central del sueño
